icao,name,fuels,lat,lon,avt_excerpt,error
LFLQ,MONTELIMAR ANCONE,UL91,44.580278,4.739167,"← 10 - AVT : AVGAS UL 91. HX : voir / see ACB de Montélimar. Quantité limitée / Limited quantities . Paiement comptant ou carte bancaire. Cash payment or credit card. Approvisionnement entre 0900 et 1700, uniquement sur RDV fixé la veille au 06 95 46 87 14 Refuelling : between 0900 and 1700, only wi",
LFLR,SAINT RAMBERT D'ALBON,100LL,45.255000,4.824722,"10 - AVT : Carburant / Fuel : 100 LL - Lubrifiants / Lubricant : NIL. HX, carte de crédit TOTAL ou paiement comptant / TOTAL credit card or cash payment.",
LFLS,GRENOBLE ALPES ISERE,100LL|JET_A1,45.363056,5.332778,"10 - AVT : Carburants / Fuel : 100LL - JET A1 par camion / by truck : selon HOR ATS. / according to ATS SKED. Vols privés, officiels et commerciaux, HOR prolongés O/R. Private, official and commercial flights SKED extended O/R. TEL : +33 4 76 65 55 17.",
LFLT,MONTLUCON DOMERAT,,46.352778,2.570556,10 - AVT : NIL.,
LFLU,VALENCE CHABEUIL,100LL|JET_A1,44.915556,4.968611,"10 - AVT : Carburant / Fuel : AVGAS 100 LL - JET A1, Lubrifiant / Lubricant : NIL. LUN-VEN / MON-FRI : 0700-1800, sauf JF / except public HOL. Camion avitailleur / Refueling truck : JET A1. LUN-VEN / MON-FRI : 0700-1800. Paiement : carte TOTAL, carte bancaire, espèce / Payment : TOTAL card, credit c",
LFLV,VICHY CHARMEIL,100LL,46.171667,3.404167,"← 10 - AVT : Carburants / Fuels : 100LL - Lubrifiants / Lubricants : NIL. HOR ATS : Cartes bancaires, espèces (accord préalable exploitant). ATS SKED : Credit cards, cash (prior operator agreement). Absence ATS : H24 pour les possesseurs de la carte TOTAL / for TOTAL card holders.",
LFLW,AURILLAC,100LL|JET_A1,44.897500,2.416667,"10 - AVT : Carburant / Fuel : 100LL, JET A1. Lubrifiant / Lubricant : NIL. Carte de crédit / Credit card TOTAL. Automates H24 avec carte TOTAL / Automatic dispenser H 24 with TOTAL card. Paiement comptant / Cash payment : HOR RFFS / RFFS SKED.",
LFLX,CHATEAUROUX DEOLS,100LL|JET_A1,46.860278,1.721111,"10 - AVT : Carburants / Fuel : Jet A1, 100 LL. Lubrifiants / Lubricants : NIL. LUN-DIM / MON-SUN : 0730 -1900. En dehors de ces HOR : PPR 2 HR permanence exploitant AD / Outside these SKED : PPR 2 HR from duty office. Paiement 100 LL : cartes VISA, MASTERCARD et carte TOTAL. 100 LL payment : VISA, M",
LFLY,LYON BRON,100LL|JET_A1|SUPER_PLUS|UL_AERO,45.729444,4.938889,"← 10 - AVT : Carburants / Fuel : UL AERO SUPER+ - 100 LL - JET A1 (TOTAL Energies et / and Air BP). 0630-2230, carte crédit, Eurochèques ou paiement comptant. Société SCAL : Hors HOR ouverture, TEL : 06 34 53 30 58 Carte TOTAL à la station 100LL : H24. JET A1 : TOTAL ou BP (Carte TOTAL ou Carte Ster",
LFLZ,FEURS CHAMBEON,,45.706667,4.196944,10 - AVT : NIL.,
LFMA,AIX LES MILLES,100LL|JET_A1,43.505278,5.367222,"10 - AVT : Carburants / Fuel : 100LL, JET A1 Lubrifiants / Lubricants : NIL. Carte bancaire / Credit card : H24 Paiement comptant / Cash payment : HOR / SKED : voir exploitant / see operator. TEL : 06 13 17 34 24.",
LFMC,LE LUC LE CANNET,,43.384722,6.386944,"10 - AVT : Carburant / Fuel : MIL : F34, F35 Lubrifiants / Oil : O 138 - O 150 - O 155 - O 156 - Autres / Others : H 515 HOR ATS / ATS SKED",
LFMD,CANNES MANDELIEU,100LL|JET_A1,43.546389,6.954167,"10 - AVT : Carburant / Fuel : 100 LL JET A1 HOR ATS ou PPR la veille / ATS SKED or PPR on previous day TEL : 04 93 90 42 02. Poste 7 (avitaillement AVGAS 100LL pompe fixe): poste 7.1 uniquement carte de crédit, poste 7.2 uniquement BP. Stand 7 (AVGAS 100LL stationary pump): stand 7.1 credit card onl",
LFME,NIMES COURBESSAC,100LL,43.853056,4.414444,"← 10 - AVT : Carburants / Fuel : 100LL, Lubrifiants / Lubricants : NIL. SR-SS Gestion / Manager : SPL-AGATE Paiement : Carte Bleue",
LFMF,FAYENCE,,43.608056,6.701667,10 - AVT : NIL.,
LFMG,MONTAGNE NOIRE,,43.406389,1.989167,10 - AVT : NIL.,
LFMH,SAINT ETIENNE LOIRE,JET_A1,45.534167,4.297222,"← 10 - AVT : HOR : LUN-VEN 0815-1730 ; SAM-DIM et JF : avitaillement non assuré. - Avitaillement JET A1 : en dehors de ces horaires, avitaillement possible sur PPR (LUN-VEN : PPR PN 24HR ; SAM-DIM et JF : PPR PN 48HR). Par E-mail : operations@saint-etienne.aeroport.fr - Avitaillement AVGAS : Durant ",
LFMI,ISTRES LE TUBE,100LL|JET_A1,43.522500,4.924167,10 - AVT : Carburants / Fuel : F34 - F35 (JetA1) - F18 (100LL). Hors HOR / Out of HOR : PN 1 HR Lubrifiants / Oil : NIL,
LFMK,CARCASSONNE SALVAZA,100LL|JET_A1,43.215833,2.308611,"10 - AVT : Carburants / Fuel : 100 LL en libre service / self-service . Paiement / Payment : Carte BP, Cartes de crédit / BP Card, Credit cards. Carburants / Fuel : JET A1 Paiement / Payment : Espèces (euro), Carte BP, Cartes de crédit / Cash (euro), BP Card, Credit cards. TEL : 04 68 71 96 47.",
LFML,MARSEILLE PROVENCE,100LL|JET_A1,43.436667,5.215000,"10 - AVT : Carburants / Fuel : 100LL, JET A1. Lubrifiants / Lubricants : Shell tous types (Aéromécanic), paiement : CB, contrats compagnies (toutes marques), espèces acceptées pour Gam/TOTAL / Shell any kind (Aéromecanic), payment : CB, company contracts (any brand), cash accepted for Gam/TOTAL.",
LFMN,NICE COTE D'AZUR,JET_A1,43.665278,7.215000,"10 - AVT : Carburants : Jet A1. SASCA : sans préavis 0400-2100 - TEL : 04 93 21 39 73. WF Aviation Services : sans préavis 0400-2200 - TEL : 04 83 76 28 13. En dehors de ces HOR, O/R PN 1 HR après l'atterrissage de l'appareil à l'exploitant AD ou assistant. Fuel : Jet A1. SASCA : without prior notic",
LFMP,PERPIGNAN RIVESALTES,100LL|JET_A1|SUPER_PLUS|UL_AERO,42.740833,2.869722,"10 - AVT : Carburant / Fuel : JET A1. 100LL/AVGAS et / and UL AERO SUPER + par automate en zone sud, proche hangar SABENA (roulettes indispensables pour hélicoptères) / by fuel dispenser in south area, close to hangar SABENA (necessary wheels for HEL). LUN-SAM / MON-SAT : 0500-2000, DIM / SUN : 0630",
LFMQ,LE CASTELLET,100LL|JET_A1,43.252222,5.786111,← 10 - AVT : Automate H24 JET A1-AVGAS 100LL : paiement par badge exploitant ou CB uniquement. Camion avitailleur JET A1 HOR ATS : paiement par CB ou espèces. H24 JET A1-AVGAS 100LL automated fuel dispenser payment by operator badge or credit card only. Refueling truck JET A1 ATS SKED : payment by c,
LFMR,BARCELONNETTE SAINT PONS,100LL|JET_A1,44.387222,6.609167,10 - AVT : Carburant / Fuel : 100LL - JET A1 - Lubrifiant / Lubricant : NIL (CIV-MIL) 0900-SS. En cas d'absence / If absence TEL : 06 51 37 98 04 / 06 30 20 69 02 Paiement : CB - chèques - espèces / Payment : Credit card - cheques - cash.,
LFMS,ALES CEVENNES,100LL,44.072778,4.143056,10 - AVT : Carburant 100LL. H24 : automate avec carte Air TOTAL. Fuel 100LL. H24 : dispenser with TOTAL card.,
LFMT,MONTPELLIER MEDITERRANEE,100LL|JET_A1,43.583333,3.961389,← 10 - AVT 0300-2200 - TEL : 04 67 65 10 10 - FREQ 131.575 PN 30 MIN : En dehors de ces HOR / Outside these SKED : astreinte de nuit au / night duty on 04 67 65 10 70 (délai d'intervention de nuit 1 HR après appel; facturation surcoût déplacement de nuit) / (Night response time 1 HR after call; bill,
LFMU,BEZIERS VIAS,100LL|JET_A1,43.323333,3.353333,"10 - AVT : HOR : voir / see NOTAM Carburants / Fuel : JET A1, 100LL Lubrifiants / Lubricants : NIL. Station automatique 24 HR AVGAS 100LL (Carte TOTAL uniquement) Paiement : comptant , carte de crédit Demande de carburant sur FREQ OPS exploitant. En dehors des HOR un surcoût de déplacement sera dema",
LFMV,AVIGNON CAUMONT,100LL|JET_A1|SUPER_PLUS|UL_AERO,43.906667,4.901944,"10 - AVT : Carburants / Fuel : AVGAS 100 LL - UL AERO SUPER+ - JET A1 – Lubrifiants / Lubricants : NIL. LUN-VEN / MON-FRI : ETE / SUM : 0500-1900, HIV / WIN : 0600-1930. SAM / SAT : 0630-1730. DIM / SUN : 0730-1830. Automate / Dispenser AVGAS 100LL (envergure MAX / MAX span 15 m) - UL AERO SUPER+ (e",
LFMW,CASTELNAUDARY VILLENEUVE,SUPER_PLUS|UL91,43.311111,1.920000,"10 - AVT : Carburant / Fuel : SP98 UL 91, Lubrifiant / Lubricant : NIL. (CIV-MIL) HOR ACB - Bons ENAC et MIL ou paiement comptant. ENAC and MIL vouchers or cash payment. Contacter l'ACB auparavant / Contact ACB in advance.",
LFMX,CHATEAU ARNOUX SAINT AUBAN,100LL,44.058611,5.990833,← 10 - AVT : AVGAS 100 LL (automate TOTAL énergie / TOTAL énergie automatic dispenser). Paiement : cartes TOTAL uniquement / Payment : TOTAL cards only. HOR : se renseigner auprès de l'exploitant (CNVV) / SKED : ask the AD operator (CNVV). Lubrifiants / Lubricants : NIL.,
LFMY,SALON DE PROVENCE,100LL|JET_A1,43.603056,5.108333,"10 - AVT : Carburant / Fuel : F18/100 LL - F34 (MIL) - JET A 1 (CIV) Lubrifiants / Oil : NIL LUN-JEU / MON-THU : 0645-1545 VEN / FRI : 0645-1345 SAM, DIM, JF / SAT, SUN, HOL : délai / notice 1 HR CIV ACFT : Demande d'avitaillement J -1 / Ask for fuel D -1 :  04 90 17 81 99 Paiement par chèque ou ",
LFMZ,LEZIGNAN CORBIERES,100LL,43.175000,2.732778,10 - AVT : Carburants / Fuel : 100 LL - Lubrifiant / Lubricant : NIL. Paiement comptant / Cash payment.,
LFNA,GAP TALLARD,100LL|JET_A1|UL91,44.453889,6.036667,"10 - AVT : Carburants / Fuel : 100LL - JET A1 - UL 91. HIV / WIN : 0800-1115, 1230-1530 - ETE / SUM : 0800-1115, 1230-1630. Paiement comptant, carte bancaire / Cash payment, credit card. Hors HOR, 100LL et UL 91 disponible par automate carte bancaire / Outside SKED, 100L and UL 91 available by credi",
LFNB,MENDE BRENOUX,100LL|JET_A1,44.504167,3.527500,"10 - AVT : Carburants / Fuel : 100 LL-JET A1 disponibles par automate H24 avec carte TOTAL. Si paiement comptant par chèque, contact préalable ATS ou exploitant d'aérodrome. Fuel dispenser : H24 with TOTAL credit card. If Cash payment by cheque, PN ATS or AD operator.",
LFNC,MONT DAUPHIN SAINT CREPIN,100LL|JET_A1,44.700556,6.599167,"← 10 - AVT : Carburant / Fuel : JET A1 : PPR PN 24 HR TEL Exploitant / AD operator. 100LL : paiement comptant, carte bancaire / cash payment, credit card. Lubrifiant / Lubricant : NIL. Vérifier possibilité avitaillement auprès de l'exploitant. Check refuelling possibilities with AD operator.",
LFNE,SALON EYGUIERES,100LL|SUPER_PLUS,43.657500,5.012778,10 - AVT : (CIV) Carburant / Fuel : 100 LL SP98 - Lubrifiants / Lubricants : NIL O/R PPR - TEL : 06 80 72 97 11.,
LFNF,VINON,100LL,43.736389,5.783056,"10 - AVT : AVGAS 100LL, SR-SS, carte TOTAL uniquement / TOTAL card only.",
LFNG,MONTPELLIER CANDILLARGUES,100LL,43.610278,4.070278,10 - AVT : Carburant / Fuel : 100 LL-Lubrifiant / Lubricant : NIL - 0700 - 1600. Gestion / Manager : Aéroclub de Camargue Paiement : Carte AIR TOTAL ou Comptant / AIR TOTAL card or cash.,
LFNH,CARPENTRAS,100LL|UL91,44.022500,5.090000,"10 - AVT : Carburants / Fuel : AVGAS 100 LL, UL 91. Lubrifiants / Lubricants : NIL.",
LFNJ,ASPRES SUR BUECH,UL91,44.517778,5.736111,← 10 - AVT : Carburant / Fuel : UL 91. Station automatique : carte bancaire uniquement / Automatic fuel dispenser : credit card only.,
LFNL,SAINT MARTIN DE LONDRES,,43.800278,3.781667,10 - AVT : NIL.,
LFNN,NARBONNE,,43.194167,3.051667,10 - AVT : NIL.,
LFNO,FLORAC SAINTE ENIMIE,,44.285556,3.465556,"10 - AVT : NIL. AMDT 04/22 © Service de l'Information Aéronautique, France AIP FRANCE AD 2 LFNO TXT 02 24 MAR 2022 FLORAC SAINTE ENIMIE",
LFNQ,LA LLAGONNE LA QUILLANE,100LL,42.543333,2.120000,10 - AVT : Pour dépannage / Temporary fix : Carburant / Fuel : 100 LL Uniquement pendant les horaires d'ouverture du terrain. PPR ACB Only during opening hours of AD with PPR from ACB. Lubrifiant / Lubricant : NIL.,
LFNR,BERRE LA FARE,,43.536667,5.177500,10 - AVT : NIL.,
LFNS,SISTERON VAUMEILH,,44.286667,5.929167,10 - AVT : NIL.,
LFNT,AVIGNON PUJAUT,,43.996111,4.754444,10 - AVT : NIL.,
LFNU,,,44.083611,4.393889,10 - AVT : NIL.,
LFNV,VALREAS VISAN,100LL,44.335833,4.906944,"← 10 - AVT : Carburant / Fuel : 100 LL. Lubrifiant / Lubricant : DM 15 W 50 LUN-VEN / MON-FRI : HX, contacter / contact ACB . SAM-DIM / SAT-SUN : 1000-1700, contacter / contact ACB Paiement par CB, chèque, espèces / Payment by credit card, check, cash. Pas d'automate / No automatic fuel dispenser.",
LFNW,PUIVERT,,42.910278,2.054722,10 - AVT : NIL.,
LFNX,BEDARIEUX LA TOUR SUR ORB,,43.639722,3.144722,10 - AVT : NIL.,
LFNZ,LE MAZET DE ROMANIN,,43.770833,4.894444,10 - AVT : Carburants / Fuel : NIL.,
LFOB,BEAUVAIS TILLE,100LL|JET_A1,49.454444,2.112778,"← 10 - AVT : Carburants / Fuel : JET A1 TR0 (CIV MIL). HOR ATS / ATS SKED. Cartes de crédit / Credit cards : Shell, World Fuel Service, Visa, Mastercard, ou paiement comptant / or cash payment. AVGAS (100 LL) H24 : Parking Nord, pompe automatique, paiement par carte de crédit / Parking North, automa",
LFOC,CHATEAUDUN,100LL,48.057778,1.379722,← 10 - AVT : AVGAS 100 LL H24. Paiement carte de crédit uniquement / Payment Credit card only.,
LFOD,SAUMUR ST FLORENT,100LL,47.256667,-0.113611,"10 - AVT : AVGAS 100 LL : Paiement CB exclusivement (LS-30, CS + 30). AVGAS 100 LL : CB credit card only (SR-30, SS + 30).",
LFOF,ALENCON VALFRAMBERT,UL91,48.446667,0.108333,10 - AVT : Carburant / Fuel : UL 91.,
LFOG,FLERS SAINT PAUL,100LL,48.749722,-0.594722,10 - AVT : Carburants / Fuel : 100LL – Lubrifiants / Lubricants : 80-100. (CIV-MIL) HX.,
LFOH,LE HAVRE OCTEVILLE,100LL|JET_A1,49.533889,0.088056,"10 - AVT : JET A1 : HOR ATS uniquement ou sur demande auprès de l'exploitant / ATS SKED or upon request to AD operator. AVGAS 100LL : Automate H24. Paiement carte TOTAL ou carte de crédit / Payment TOTAL card or credit card. AMDT 09/25 © Service de l'Information Aéronautique, France AIP FRANCE AD 2 ",
LFOI,ABBEVILLE,100LL|UL91,50.142222,1.831111,"10 - AVT : 100 LL et / and UL91 - Lubrifiant / Lubricant : NIL - HX. Paiement par CB, chèque, espèces / Payment with credit card, check, cash.",
LFOJ,ORLEANS BRICY,,47.987778,1.760556,APPROCHE A VUE Réservé administrations ORLEANS BRICY Reserved government services Visual approach AD 2 LFOJ APP 01 16 APR 2026 ALT AD : 412 (15 hPa) LFOJ LAT : 47 59 16 N VAR : 2°E LONG : 001 45 38 E (2025) APP : BRICY Approche/Approach 122.700 - 138.750 - 142.450 - 362.300 - 374.225 VDF TWR : 122.1,
LFOK,CHALONS VATRY,JET_A1,48.773333,4.206111,"← 10 - AVT : Carburant / Fuel : JET A1. 0700-1600 En dehors de ces HOR, AVT sur PPR 1 HR auprès des opérations aéroportuaires par TEL : 03 26 64 82 30. Outside these SKED, fuel on PPR 1 HR from airport operations by phone : 03 26 64 82 30.",
LFOL,L' AIGLE ST MICHEL,,48.758889,0.657778,10 - AVT : NIL,
LFOM,LESSAY,100LL,49.203333,-1.504722,"10 - AVT : Lubrifiant / Lubricant : NIL. Carburant / Fuel : 100 LL, automate / Automatic fuel dispenser : H24.",
LFON,DREUX VERNOUILLET,,48.705833,1.361389,10 - AVT : NIL.,
LFOO,LES SABLES D'OLONNE TALMONT,100LL|JET_A1,46.475556,-1.725000,"← 10 - AVT : Carburant / Fuel : - AVGAS/100 LL : H24. Automate, carte de crédit TOTAL / TOTAL credit card dispenser. - Jet A1 : PPR PN 24HR auprès de / from Vendée aviation - TEL : 06 08 54 89 67",
LFOP,ROUEN VALLEE DE SEINE,100LL|JET_A1,49.390833,1.183889,"← 10 - AVT : Carburants / Fuel : 100 LL-JET A1. HOR : LUN-VEN : 0745-1630, SAM et DIM : 0845-1730. SKED : MON-FRI : 0745-1630, SAT and SUN : 0845-1730. Cartes VISA, WORLD FUEL SVC, paiement comptant . Credit cards : VISA, WORLD FUEL SVC, cash payment.",
LFOQ,BLOIS LE BREUIL,100LL|JET_A1,47.679722,1.205833,"10 - AVT : Carburant / Fuel : 100 LL - JET A1 H24 : station automatique carte BP. HOR RFFS : CB. WE et JF : possibilité d'avitaillement par ACB. En dehors de ces HOR, PPR AFIS avant 1530 la veille ou le dernier jour ouvré. H24 : automatic dispenser with BP card. RFFS SKED : credit card. WE and publi",
LFOR,CHARTRES METROPOLE,100LL,48.458889,1.523889,10 - AVT : Carburant / Fuel : 100LL - Lubrifiants / Lubricants : NIL. Carte Total ou voir ACB / Total card or see with ACB .,
LFOS,SAINT VALERY VITTEFLEUR,100LL,49.835278,0.655556,"← 10 - AVT : Carburants / Fuel : 100 LL, HJ O/R ACB Cartes de crédit acceptées / Credit cards accepted.",
LFOT,TOURS VAL DE LOIRE,,47.431944,0.723056,← 10 - AVT : H24 7/7 via My Handling PPR PN 24HR.,
LFOU,CHOLET LE PONTREAU,100LL|JET_A1,47.081944,-0.877222,"10 - AVT : Carburants / Fuel : 100 LL, JET A1. Lubrifiants / Lubricants : NIL. Chèques, cartes bancaires ou paiement comptant. HOR AFIS. En dehors de ces HOR, PPR dernier jour ouvrable précédent avant 1700. Cheques, bank cards or cash. AFIS SKED. Outside these SKED, PPR on the last working day befor",
LFOV,LAVAL ENTRAMMES,100LL|JET_A1,48.032222,-0.742778,"← 10 - AVT : Carburants / Fuel 100LL, JET A1- Lubrifiants / Lubricants : NIL (CIV-MIL), H24 : Automate Carte de crédit TOTAL / Automatic fuel dispenser TOTAL credit card. HOR SSLIA jusqu'à 30 MIN avant fermeture : CB, VISA, Eurocard, Mastercard, Fuel Release. Autres cartes : contacter ATS. RFFS SKED",
LFOW,SAINT QUENTIN ROUPY,100LL,49.816111,3.205833,← 10 - AVT : Carburant / Fuel : 100LL. Lubrifiant / Lubricant : W 100 (CIV - MIL). O/R ACB de l'Aisne PN 48 HR. 0700-1000 Paiement comptant / Cash payment.,
LFOX,ETAMPES MONDESIR,100LL,48.381111,2.073889,10 - AVT : Carburants / Fuel : 100 LL. Sur PPR PN 4 HR auprès ACB ou libre-service H24 par carte TOTAL. Cartes bancaires non acceptées. Autres paiements sur demande. On PPR PN 4 HR from ACB or self service H24 with TOTAL credit card. Banker's cards not accepted . Other payments on request. LUN-VEN /,
LFOY,LE HAVRE SAINT ROMAIN,,49.543889,0.359722,← 10 - AVT : Réservé aux ACFT basés / Reserved for based ACFT .,
LFOZ,ORLEANS ST DENIS DE L'HOTEL,100LL|JET_A1,47.897500,2.164167,"10 - AVT : Carburant / Fuel : 100LL, JET A1. H24 uniquement Carte BP / H24 only BP card. Autre moyen paiement (CB, Espèces) HOR ATS ou PPR 24 HR. Other means of payment (Credit card, cash) ATS SKED or PPR 24 HR.",
LFPA,PERSAN BEAUMONT,100LL,49.165000,2.311667,← 10 - AVT : Carburants / Fuel : 100 LL - Lubrifiants / Lubricant : NIL. Paiement par carte bancaire de préférence / Card payment preferred. ← Heures de jour avec PPR ACB Paris Nord - TEL : 01 30 34 49 10. Daylight hours only with PPR Paris Nord ACB - Phone : 01 30 34 49 10.,
LFPB,PARIS LE BOURGET,JET_A1,48.969444,2.441389,"10 - AVT : Carburants / Fuel : TRO, JET A1. Lubrifiants / Lubricants : W80 - W100 - W120. Turbine oil : 390-500-750, fluide / fluid 3.4.5.6, prist (CIV-MIL). 0400-2100.",
LFPD,BERNAY SAINT MARTIN,100LL,49.102500,0.565556,"← 10 - AVT : 100LL, Automate TOTAL / Lubrifiants / Lubricants : 80-100 (CIV-MIL). H 24. CB acceptées / Credit cards accepted.",
LFPE,MEAUX ESBLY,100LL|UL91,48.926944,2.833889,"10 - AVT : Carburant / Fuel: 100 LL, UL 91. Lubrifiants / Lubricants: NIL. Paiements : carte TOTAL H24, espèces, chèques . Payment: TOTAL card H24, cash, cheque . Tous les jours sauf LUN et VEN : HOR ACB 1300-1700 ou O/R en dehors de ces horaires PPR 24 HR. All days except MON and FRI: ACB SKED 1300",
LFPF,BEYNES THIVERVAL,UL91,48.842778,1.907500,10 - AVT : Carburant / Fuel : UL91 Lubrifiant / Lubricant : NIL.,
LFPG,PARIS CHARLES DE GAULLE,,49.009722,2.547778,10 - AVT : Carburants / Fuel : TR.0 ; TR.4. Lubrifiant / Lubricant : tous indices / any grade (CIV) H24.,
LFPH,CHELLES LE PIN,100LL,48.896667,2.606111,10 - AVT : Carburant / Fuel : 100LL - Lubrifiants / Lubricants : 65-80-100-120 (CIV-MIL).,
LFPK,COULOMMIERS VOISINS,100LL,48.837500,3.014444,← 10 - AVT : (CIV) Carburant / Fuel : 100 LL. Exploitant / Operator : B2AVIATION TEL : 07 49 05 38 16. Carte TOTAL / TOTAL card : H24. Carte de crédit et paiement espèces / Credit card and cash payment : contact B2AVIATION.,
LFPL,LOGNES EMERAINVILLE,100LL|JET_A1|SUPER_PLUS|UL_AERO,48.821944,2.622778,"10 - AVT : Carburants / Fuel : 100 LL - JET A1 - UL AERO SUPER +. Lubrifiants / Lubricants : NIL. Paiement / Payment : Carte TOTAL / TOTAL card H24. Espèces, CB, Visa ou Mastercard / Cash, CB, Visa or Mastercard. ETE / SUM : 0730-1030, 1200-1600. HIV / WIN : 0830-1130, 1300-1600. TEL : 01 60 05 37 2",
LFPM,MELUN VILLAROCHE,JET_A1,48.605278,2.670833,← 10 - AVT : Station TOTAL : JET A1 et AVGAS disponibles 24/7. / JET A1 and AVGAS available 24/7. Paiement : carte AIR TOTAL France uniquement. / Payment : AIR TOTAL France Card only . Station Elyxan : Camion ravitailleur JET A1 / JET A1 refueling truck – HOR / SKED : 0800-1900. - O/R 24/7. - Paieme,
LFPN,PARIS SACLAY VERSAILLES,100LL|JET_A1,48.749722,2.111111,"10 - AVT : Carburants / Fuel : 100 LL - JET A1. Lubrifiants / Lubricants : 80 - 80 D - 100 - 100D - Aéro DM - Aéroturbine 0600-2000. Extension possible jusqu'à 2100 sur PN de 4 HR / Possible extension until 2100 PN 4 HR. Cartes de crédit / credit cards : TOTAL, American Express, VISA, UVAIR, Paiemen",
LFPO,PARIS ORLY,100LL|JET_A1,48.723333,2.379444,"10 - AVT : Carburants / Fuel : Jet A1 (CIV-MIL), 100 LL non disponible / 100 LL not available. Lubrifiants : tous lubrifiants pour ACFT courant (CIV-MIL) / lubricants for every ACFT (CIV-MIL). Non assuré de 2230 à 0500, sauf accord spécial négocié avec essenciers locaux. Not provided from 2230 to 05",
LFPP,LE PLESSIS BELLEVILLE,100LL,49.109167,2.736944,"10 - AVT : Carburant / Fuel AVGAS, 100 LL : disponibles H24 par carte aviation TotalEnergies uniquement / available H24 with TotalEnergies aviation card only.",
LFPQ,FONTENAY TRESIGNY,100LL,48.706111,2.902778,10 - AVT : 100 LL. HX (ACB). Carte / Card TOTAL H24.,
LFPR,ORANGE PLAN DE DIEU,100LL,44.179444,4.918889,10 - AVT : 100LL O/R - PPR ACB,
LFPT,PONTOISE CORMEILLES EN VEXIN,100LL|JET_A1,49.096667,2.040833,10 - AVT : Carburant / Fuel : Aviation d'affaires / Business aviation : Lubrifiants / Lubricants - JET A1 : E-mail : ameridair@ameridair.com TEL : +33 (0)9 62 61 19 36 - Credit card - TOTAL Card HOR / SKED : 0800-1100 / 1200-1600. En dehors de ces HOR / out of these SKED : contactez / contact AMERID,
LFPU,MORET EPISY,,48.340833,2.797778,10 - AVT : NIL,
LFPX,CHAVENAY VILLEPREUX,100LL,48.842222,1.980278,"10 - AVT : Carburant / Fuel : 100LL, Lubrifiant / Lubricant : NIL. H24 carte Total / Total card.",
LFPZ,SAINT CYR L'ECOLE,100LL,48.810278,2.073333,← 10 - AVT Carburant / Fuel : 100 LL. Exploitant / Operator : Total Energie Aviation C/O Paris Air Services TEL 01 84 73 11 81. Carte TOTAL / TOTAL Card : H24. Carte de crédit / Credit Cards : 0900-1800 avec PN de 24HR / with 24 HR PN .,
LFQA,REIMS PRUNAY,100LL|JET_A1,49.208611,4.156667,"← 10 - AVT : Carburants / Fuel : JET A1 - 100LL. Lubrifiants / Lubricant : NIL. JET A1 : HOR ATS. AVGAS : H24 carte bancaire ou HOR ATS autres paiements. TEL : Exploitant. En dehors de ces HOR, PPR avant 1500 par TEL / E-mail Exploitant. Paiement : VISA, MASTERCARD, AMERICAN EXPRESS, WFS, COLT, AVCA",
LFQB,TROYES BARBEREY,100LL|JET_A1,48.321667,4.016667,"10 - AVT Carburants / Fuel : - JET A1 : H24 carte à puce ou HOR ATS / 24H self-service with smart card or ATS SKED. - AVGAS 100LL : H24 carte à puce automate ou HOR ATS / 24H self service with smart card or ATS SKED. - Paiement : comptant (CIV), cartes VISA, Eurocard, Master Card, bon ENAC, WFS, JET",
LFQC,LUNEVILLE CROISMARE,100LL,48.593611,6.542222,10 - AVT : Carburant / Fuel : 100 LL - Lubrifiants / Lubricants : 15W50.,
LFQD,ARRAS ROCLINCOURT,100LL|SUPER_PLUS,50.323889,2.802778,10 - AVT : Carburant / Fuel : SP 98 et / and 100LL. Lubrifiant / Lubricant : Yacco 2 et 4 temps / Yacco 2 & 4 stroke oil. 1400-1900 sauf DIM et JF / 1400-1900 except SUN and public HOL. TEL : 06 83 01 41 09 ou / or 06 87 80 34 65.,
LFQE,ETAIN ROUVRES,,49.229167,5.676111,10 - AVT : H24. PN 24 HR Carburant / Fuel : F34 Lubrifiants / Oil : O135 - O150 - O155 Autres / Others : H515 - C629,
LFQF,AUTUN BELLEVUE,100LL,46.971111,4.261111,10 - AVT : Carburant / Fuel : 100 LL Lubrifiants / Lubricants : 80-100-W80 (CIV-MIL) HX. Paiement comptant / Cash payment.,
LFQG,NEVERS FOURCHAMBAULT,JET_A1,47.003611,3.110833,10 - AVT : Automate H24 avec carte BP. Jet A1 & AVGAS Paiement CB : HOR RFFS Automatic station H24 with BP card. JET A1 & AVGAS Credit card payment : RFFS SKED,
LFQH,CHATILLON SUR SEINE,100LL,47.845278,4.579444,"10 - AVT : Carburants / Fuel : 100 LL, Lubrifiants / Lubricants : 80 - (CIV) HJ O/R 2 HR TEL : ACB du Châtillonnais.",
LFQJ,MAUBEUGE ELESMES,100LL,50.308333,4.030000,← 10 - AVT : Carburants / Fuel : 100LL - UL AEROSUPER + . Pompe automatique. Paiement comptant - CB / Cash payment - credit card. ← Avitaillement 100LL et UL AEROSUPER + limité aux aéronefs d'envergure inférieure ou égale à 12 m. / 100LL and UL AEROSUPER + refuelling limited to ACFT with wingspan sm,
LFQK,CHALONS ECURY SUR COOLE,100LL,48.905556,4.352778,← 10 - AVT : Carburant / Fuel : 100LL après confirmation disponibilité par ACB / after availability confirmed by ACB. Paiement comptant ou carte de crédit TOTAL / Cash payment or TOTAL credit card.,
